group,year,month,hhs_region,state,place_of_death,age_group,deaths_c19,deaths_flu,deaths_pna,deaths_c19_and_pna,deaths_c19_pna_or_flu,deaths_total
By Month,2023,4,9,Nevada,Total - All Places of Death,75-84 years,5,5,39,5,41,466
By Month,2023,4,9,Nevada,Total - All Places of Death,85 years and over,10,0,24,5,29,386
By Month,2020,1,1,New Hampshire,Total - All Places of Death,65-74 years,0,5,12,0,14,210
By Month,2020,1,1,New Hampshire,Total - All Places of Death,75-84 years,0,0,18,0,18,268
By Month,2020,1,1,New Hampshire,Total - All Places of Death,85 years and over,0,5,34,0,36,374
By Month,2020,2,1,New Hampshire,Total - All Places of Death,65-74 years,0,5,13,0,19,209
By Month,2020,2,1,New Hampshire,Total - All Places of Death,75-84 years,0,5,19,0,24,257
By Month,2020,2,1,New Hampshire,Total - All Places of Death,85 years and over,0,5,21,0,24,344
By Month,2020,3,1,New Hampshire,Total - All Places of Death,65-74 years,5,5,17,0,21,211
By Month,2020,3,1,New Hampshire,Total - All Places of Death,75-84 years,5,5,25,5,27,253
By Month,2020,3,1,New Hampshire,Total - All Places of Death,85 years and over,5,5,29,5,36,402
By Month,2020,4,1,New Hampshire,Total - All Places of Death,65-74 years,10,0,20,5,26,222
By Month,2020,4,1,New Hampshire,Total - All Places of Death,75-84 years,21,5,30,5,44,258
By Month,2020,4,1,New Hampshire,Total - All Places of Death,85 years and over,44,0,26,10,60,379
By Month,2020,5,1,New Hampshire,Total - All Places of Death,65-74 years,31,0,28,15,44,222
By Month,2020,5,1,New Hampshire,Total - All Places of Death,75-84 years,62,0,31,21,72,313
By Month,2020,5,1,New Hampshire,Total - All Places of Death,85 years and over,85,0,34,21,98,400
By Month,2020,6,1,New Hampshire,Total - All Places of Death,65-74 years,15,0,13,5,22,212
By Month,2020,6,1,New Hampshire,Total - All Places of Death,75-84 years,25,0,13,5,33,279
By Month,2020,6,1,New Hampshire,Total - All Places of Death,85 years and over,51,0,25,10,66,413
By Month,2020,7,1,New Hampshire,Total - All Places of Death,65-74 years,5,0,5,5,11,213
By Month,2020,7,1,New Hampshire,Total - All Places of Death,75-84 years,5,0,15,5,22,281
By Month,2020,7,1,New Hampshire,Total - All Places of Death,85 years and over,18,0,16,5,29,385
By Month,2020,8,1,New Hampshire,Total - All Places of Death,65-74 years,0,0,5,0,5,185
By Month,2020,8,1,New Hampshire,Total - All Places of Death,75-84 years,5,0,13,5,15,271
By Month,2020,8,1,New Hampshire,Total - All Places of Death,85 years and over,11,0,20,5,29,342
By Month,2020,9,1,New Hampshire,Total - All Places of Death,65-74 years,5,0,5,5,5,190
By Month,2020,9,1,New Hampshire,Total - All Places of Death,75-84 years,5,0,20,5,21,244
By Month,2020,9,1,New Hampshire,Total - All Places of Death,85 years and over,5,0,17,5,21,383
By Month,2020,10,1,New Hampshire,Total - All Places of Death,65-74 years,5,0,13,0,18,213
By Month,2020,10,1,New Hampshire,Total - All Places of Death,75-84 years,14,0,15,5,25,272
By Month,2020,10,1,New Hampshire,Total - All Places of Death,85 years and over,21,0,12,5,31,374
By Month,2020,11,1,New Hampshire,Total - All Places of Death,65-74 years,14,0,15,5,26,244
By Month,2020,11,1,New Hampshire,Total - All Places of Death,75-84 years,20,0,15,5,33,274
By Month,2020,11,1,New Hampshire,Total - All Places of Death,85 years and over,34,0,30,5,58,410
By Month,2020,12,1,New Hampshire,Total - All Places of Death,65-74 years,44,0,23,17,50,236
By Month,2020,12,1,New Hampshire,Total - All Places of Death,75-84 years,84,5,34,20,99,351
By Month,2020,12,1,New Hampshire,Total - All Places of Death,85 years and over,133,0,32,24,141,538
By Month,2021,1,1,New Hampshire,Total - All Places of Death,65-74 years,42,0,29,17,54,269
By Month,2021,1,1,New Hampshire,Total - All Places of Death,75-84 years,98,0,56,38,116,368
By Month,2021,1,1,New Hampshire,Total - All Places of Death,85 years and over,156,5,52,40,168,518
By Month,2021,2,1,New Hampshire,Total - All Places of Death,65-74 years,19,0,19,12,26,213
By Month,2021,2,1,New Hampshire,Total - All Places of Death,75-84 years,28,0,21,5,40,267
By Month,2021,2,1,New Hampshire,Total - All Places of Death,85 years and over,32,0,22,11,43,351
By Month,2021,3,1,New Hampshire,Total - All Places of Death,65-74 years,15,0,11,5,22,224
By Month,2021,3,1,New Hampshire,Total - All Places of Death,75-84 years,17,0,21,10,28,267
By Month,2021,3,1,New Hampshire,Total - All Places of Death,85 years and over,13,0,23,5,31,297
By Month,2021,4,1,New Hampshire,Total - All Places of Death,65-74 years,10,0,12,5,16,209
By Month,2021,4,1,New Hampshire,Total - All Places of Death,75-84 years,14,0,16,5,23,248
By Month,2021,4,1,New Hampshire,Total - All Places of Death,85 years and over,5,0,18,5,20,335
By Month,2021,5,1,New Hampshire,Total - All Places of Death,65-74 years,5,0,10,5,13,212
By Month,2021,5,1,New Hampshire,Total - All Places of Death,75-84 years,11,0,15,5,24,256
By Month,2021,5,1,New Hampshire,Total - All Places of Death,85 years and over,5,0,5,5,10,325
By Month,2021,6,1,New Hampshire,Total - All Places of Death,65-74 years,5,0,5,5,14,205
By Month,2021,6,1,New Hampshire,Total - All Places of Death,75-84 years,5,0,5,5,5,272
By Month,2021,6,1,New Hampshire,Total - All Places of Death,85 years and over,5,0,19,5,25,325
By Month,2021,7,1,New Hampshire,Total - All Places of Death,65-74 years,5,0,5,5,5,208
By Month,2021,7,1,New Hampshire,Total - All Places of Death,75-84 years,5,0,11,0,13,312
By Month,2021,7,1,New Hampshire,Total - All Places of Death,85 years and over,5,0,16,5,16,313
By Month,2021,8,1,New Hampshire,Total - All Places of Death,65-74 years,5,0,12,5,16,225
By Month,2021,8,1,New Hampshire,Total - All Places of Death,75-84 years,12,0,25,5,31,236
By Month,2021,8,1,New Hampshire,Total - All Places of Death,85 years and over,12,0,26,5,32,366
By Month,2021,9,1,New Hampshire,Total - All Places of Death,65-74 years,10,0,15,5,19,213
By Month,2021,9,1,New Hampshire,Total - All Places of Death,75-84 years,14,0,18,5,24,292
By Month,2021,9,1,New Hampshire,Total - All Places of Death,85 years and over,18,0,15,5,28,324
By Month,2021,10,1,New Hampshire,Total - All Places of Death,65-74 years,29,0,26,16,39,248
By Month,2021,10,1,New Hampshire,Total - All Places of Death,75-84 years,24,0,29,12,41,310
By Month,2021,10,1,New Hampshire,Total - All Places of Death,85 years and over,33,0,30,15,48,383
By Month,2021,11,1,New Hampshire,Total - All Places of Death,65-74 years,36,0,37,21,52,281
By Month,2021,11,1,New Hampshire,Total - All Places of Death,75-84 years,39,0,29,19,49,337
By Month,2021,11,1,New Hampshire,Total - All Places of Death,85 years and over,49,0,40,22,67,384
By Month,2021,12,1,New Hampshire,Total - All Places of Death,65-74 years,76,5,64,50,91,322
By Month,2021,12,1,New Hampshire,Total - All Places of Death,75-84 years,62,0,48,38,72,352
By Month,2021,12,1,New Hampshire,Total - All Places of Death,85 years and over,60,5,46,29,78,436
By Month,2022,1,1,New Hampshire,Total - All Places of Death,65-74 years,63,0,46,39,70,275
By Month,2022,1,1,New Hampshire,Total - All Places of Death,75-84 years,71,5,52,35,89,381
By Month,2022,1,1,New Hampshire,Total - All Places of Death,85 years and over,52,5,41,24,72,459
By Month,2022,2,1,New Hampshire,Total - All Places of Death,65-74 years,30,0,33,19,44,240
By Month,2022,2,1,New Hampshire,Total - All Places of Death,75-84 years,24,0,27,12,39,303
By Month,2022,2,1,New Hampshire,Total - All Places of Death,85 years and over,49,5,27,13,64,370
By Month,2022,3,1,New Hampshire,Total - All Places of Death,65-74 years,10,0,13,5,16,235
By Month,2022,3,1,New Hampshire,Total - All Places of Death,75-84 years,13,0,13,5,21,298
By Month,2022,3,1,New Hampshire,Total - All Places of Death,85 years and over,17,0,21,5,35,382
By Month,2022,4,1,New Hampshire,Total - All Places of Death,65-74 years,5,0,5,5,13,218
By Month,2022,4,1,New Hampshire,Total - All Places of Death,75-84 years,5,5,25,5,28,263
By Month,2022,4,1,New Hampshire,Total - All Places of Death,85 years and over,5,5,22,5,26,353
By Month,2022,5,1,New Hampshire,Total - All Places of Death,65-74 years,5,0,14,5,21,247
By Month,2022,5,1,New Hampshire,Total - All Places of Death,75-84 years,5,0,12,5,18,304
By Month,2022,5,1,New Hampshire,Total - All Places of Death,85 years and over,18,5,14,5,30,345
By Month,2022,6,1,New Hampshire,Total - All Places of Death,65-74 years,5,0,5,5,14,225
By Month,2022,6,1,New Hampshire,Total - All Places of Death,75-84 years,12,0,20,5,31,288
By Month,2022,6,1,New Hampshire,Total - All Places of Death,85 years and over,15,0,16,5,26,345
By Month,2022,7,1,New Hampshire,Total - All Places of Death,65-74 years,5,0,14,5,18,252
By Month,2022,7,1,New Hampshire,Total - All Places of Death,75-84 years,10,0,16,5,19,301
By Month,2022,7,1,New Hampshire,Total - All Places of Death,85 years and over,12,0,17,5,26,351
By Month,2022,8,1,New Hampshire,Total - All Places of Death,65-74 years,5,0,5,5,15,232
By Month,2022,8,1,New Hampshire,Total - All Places of Death,75-84 years,5,0,16,5,23,307
By Month,2022,8,1,New Hampshire,Total - All Places of Death,85 years and over,12,0,18,5,24,362
By Month,2022,9,1,New Hampshire,Total - All Places of Death,65-74 years,5,0,10,0,15,210
By Month,2022,9,1,New Hampshire,Total - All Places of Death,75-84 years,14,0,13,5,24,298
By Month,2022,9,1,New Hampshire,Total - All Places of Death,85 years and over,18,0,24,5,37,341
By Month,2022,10,1,New Hampshire,Total - All Places of Death,65-74 years,11,0,10,5,16,233
By Month,2022,10,1,New Hampshire,Total - All Places of Death,75-84 years,20,0,21,5,37,323
By Month,2022,10,1,New Hampshire,Total - All Places of Death,85 years and over,29,0,23,5,43,388
By Month,2022,11,1,New Hampshire,Total - All Places of Death,65-74 years,5,0,13,5,16,207
By Month,2022,11,1,New Hampshire,Total - All Places of Death,75-84 years,22,0,22,5,37,350
By Month,2022,11,1,New Hampshire,Total - All Places of Death,85 years and over,32,0,26,5,53,388
By Month,2022,12,1,New Hampshire,Total - All Places of Death,65-74 years,15,5,17,5,31,256
By Month,2022,12,1,New Hampshire,Total - All Places of Death,75-84 years,13,5,22,5,34,327
By Month,2022,12,1,New Hampshire,Total - All Places of Death,85 years and over,24,5,22,5,44,442
By Month,2023,1,1,New Hampshire,Total - All Places of Death,65-74 years,5,5,17,5,26,253
By Month,2023,1,1,New Hampshire,Total - All Places of Death,75-84 years,26,5,27,5,50,333
By Month,2023,1,1,New Hampshire,Total - All Places of Death,85 years and over,39,5,37,15,69,456
By Month,2023,2,1,New Hampshire,Total - All Places of Death,65-74 years,11,0,14,5,22,212
By Month,2023,2,1,New Hampshire,Total - All Places of Death,75-84 years,15,5,17,5,30,298
By Month,2023,2,1,New Hampshire,Total - All Places of Death,85 years and over,19,5,21,5,39,344
By Month,2023,3,1,New Hampshire,Total - All Places of Death,65-74 years,5,0,5,0,14,216
By Month,2023,3,1,New Hampshire,Total - All Places of Death,75-84 years,5,5,21,5,29,316
By Month,2023,3,1,New Hampshire,Total - All Places of Death,85 years and over,10,0,29,5,35,415
By Month,2023,4,1,New Hampshire,Total - All Places of Death,65-74 years,5,0,10,0,12,190
By Month,2023,4,1,New Hampshire,Total - All Places of Death,75-84 years,10,5,26,5,32,257
By Month,2023,4,1,New Hampshire,Total - All Places of Death,85 years and over,5,0,5,5,13,286
By Month,2020,1,2,New Jersey,Total - All Places of Death,65-74 years,0,5,66,0,72,1200
By Month,2020,1,2,New Jersey,Total - All Places of Death,75-84 years,0,5,126,0,129,1685
By Month,2020,1,2,New Jersey,Total - All Places of Death,85 years and over,0,19,142,0,161,2514
By Month,2020,2,2,New Jersey,Total - All Places of Death,65-74 years,0,5,61,0,68,1079
By Month,2020,2,2,New Jersey,Total - All Places of Death,75-84 years,0,12,88,0,100,1497
By Month,2020,2,2,New Jersey,Total - All Places of Death,85 years and over,0,11,140,0,151,2340
By Month,2020,3,2,New Jersey,Total - All Places of Death,65-74 years,128,5,162,63,232,1362
By Month,2020,3,2,New Jersey,Total - All Places of Death,75-84 years,179,11,247,97,340,1930
By Month,2020,3,2,New Jersey,Total - All Places of Death,85 years and over,211,17,330,113,444,2893
By Month,2020,4,2,New Jersey,Total - All Places of Death,65-74 years,1707,5,963,825,1847,3162
By Month,2020,4,2,New Jersey,Total - All Places of Death,75-84 years,2394,5,1398,1194,2601,4517
By Month,2020,4,2,New Jersey,Total - All Places of Death,85 years and over,3059,5,1808,1441,3429,6710
By Month,2020,5,2,New Jersey,Total - All Places of Death,65-74 years,698,0,461,383,776,1836
By Month,2020,5,2,New Jersey,Total - All Places of Death,75-84 years,832,0,520,423,929,2253
By Month,2020,5,2,New Jersey,Total - All Places of Death,85 years and over,1134,0,613,459,1288,3240
By Month,2020,6,2,New Jersey,Total - All Places of Death,65-74 years,173,0,139,88,224,1184
By Month,2020,6,2,New Jersey,Total - All Places of Death,75-84 years,194,0,181,104,271,1481
By Month,2020,6,2,New Jersey,Total - All Places of Death,85 years and over,303,0,186,106,383,2055
By Month,2020,7,2,New Jersey,Total - All Places of Death,65-74 years,64,0,76,26,114,1127
By Month,2020,7,2,New Jersey,Total - All Places of Death,75-84 years,80,0,108,36,152,1454
By Month,2020,7,2,New Jersey,Total - All Places of Death,85 years and over,97,0,104,26,175,1984
By Month,2020,8,2,New Jersey,Total - All Places of Death,65-74 years,32,0,68,18,82,1069
By Month,2020,8,2,New Jersey,Total - All Places of Death,75-84 years,52,0,90,17,125,1427
By Month,2020,8,2,New Jersey,Total - All Places of Death,85 years and over,47,0,105,17,135,1939
By Month,2020,9,2,New Jersey,Total - All Places of Death,65-74 years,28,0,71,17,82,1044
By Month,2020,9,2,New Jersey,Total - All Places of Death,75-84 years,39,0,92,21,110,1376
By Month,2020,9,2,New Jersey,Total - All Places of Death,85 years and over,43,5,108,20,132,2020
By Month,2020,10,2,New Jersey,Total - All Places of Death,65-74 years,58,0,91,25,124,1177
By Month,2020,10,2,New Jersey,Total - All Places of Death,75-84 years,63,0,103,32,134,1469
By Month,2020,10,2,New Jersey,Total - All Places of Death,85 years and over,101,0,121,37,185,2123
By Month,2020,11,2,New Jersey,Total - All Places of Death,65-74 years,198,0,165,107,256,1359
By Month,2020,11,2,New Jersey,Total - All Places of Death,75-84 years,261,0,210,138,333,1677
By Month,2020,11,2,New Jersey,Total - All Places of Death,85 years and over,286,0,228,141,373,2334
By Month,2020,12,2,New Jersey,Total - All Places of Death,65-74 years,521,5,338,287,572,1723
By Month,2020,12,2,New Jersey,Total - All Places of Death,75-84 years,680,0,501,395,786,2327
By Month,2020,12,2,New Jersey,Total - All Places of Death,85 years and over,748,5,453,332,870,3099
By Month,2021,1,2,New Jersey,Total - All Places of Death,65-74 years,559,0,387,316,630,1722
By Month,2021,1,2,New Jersey,Total - All Places of Death,75-84 years,708,0,477,383,802,2309
By Month,2021,1,2,New Jersey,Total - All Places of Death,85 years and over,754,0,491,361,884,3082
By Month,2021,2,2,New Jersey,Total - All Places of Death,65-74 years,319,0,227,181,365,1446
By Month,2021,2,2,New Jersey,Total - All Places of Death,75-84 years,407,0,295,210,492,1811
By Month,2021,2,2,New Jersey,Total - All Places of Death,85 years and over,406,0,298,198,506,2431
By Month,2021,3,2,New Jersey,Total - All Places of Death,65-74 years,245,0,172,123,294,1347
By Month,2021,3,2,New Jersey,Total - All Places of Death,75-84 years,251,0,210,133,328,1717
By Month,2021,3,2,New Jersey,Total - All Places of Death,85 years and over,269,0,244,143,370,2445
By Month,2021,4,2,New Jersey,Total - All Places of Death,65-74 years,261,0,197,146,312,1376
By Month,2021,4,2,New Jersey,Total - All Places of Death,75-84 years,221,0,206,121,306,1668
By Month,2021,4,2,New Jersey,Total - All Places of Death,85 years and over,228,0,225,125,328,2220
By Month,2021,5,2,New Jersey,Total - All Places of Death,65-74 years,137,5,137,75,200,1174
By Month,2021,5,2,New Jersey,Total - All Places of Death,75-84 years,132,0,139,73,198,1595
By Month,2021,5,2,New Jersey,Total - All Places of Death,85 years and over,90,0,119,43,166,2015
By Month,2021,6,2,New Jersey,Total - All Places of Death,65-74 years,37,0,54,15,76,1126
By Month,2021,6,2,New Jersey,Total - All Places of Death,75-84 years,27,0,85,13,99,1334
By Month,2021,6,2,New Jersey,Total - All Places of Death,85 years and over,33,0,74,5,98,1877
By Month,2021,7,2,New Jersey,Total - All Places of Death,65-74 years,20,0,64,12,72,1066
By Month,2021,7,2,New Jersey,Total - All Places of Death,75-84 years,31,0,79,16,94,1462
By Month,2021,7,2,New Jersey,Total - All Places of Death,85 years and over,31,0,116,10,137,1982
By Month,2021,8,2,New Jersey,Total - All Places of Death,65-74 years,93,0,114,47,160,1245
By Month,2021,8,2,New Jersey,Total - All Places of Death,75-84 years,71,0,116,37,150,1484
By Month,2021,8,2,New Jersey,Total - All Places of Death,85 years and over,87,0,147,48,186,2071
By Month,2021,9,2,New Jersey,Total - All Places of Death,65-74 years,128,0,131,74,185,1254
By Month,2021,9,2,New Jersey,Total - All Places of Death,75-84 years,124,0,150,76,198,1535
By Month,2021,9,2,New Jersey,Total - All Places of Death,85 years and over,131,0,184,76,239,2162
By Month,2021,10,2,New Jersey,Total - All Places of Death,65-74 years,119,0,145,81,183,1355
By Month,2021,10,2,New Jersey,Total - All Places of Death,75-84 years,135,0,158,79,214,1676
By Month,2021,10,2,New Jersey,Total - All Places of Death,85 years and over,105,0,164,59,210,2219
By Month,2021,11,2,New Jersey,Total - All Places of Death,65-74 years,90,0,97,50,137,1191
By Month,2021,11,2,New Jersey,Total - All Places of Death,75-84 years,111,0,164,73,202,1648
